ID number for us,LOCATION CLUES,COMMENTS,LINK,LINK TO IMAGE FILE,LAT,LONG,TYPOLOGY
32,old loyne bridge,located,https://artuk.org/discover/artworks/last-arch-of-the-old-loyne-bridge-from-the-north-east-153296/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/17,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1892_20-001.jpg,54.12184103,-2.641548389,Painting
33,lancaster from the moor,"lune visible, approx location",https://artuk.org/discover/artworks/lancaster-from-the-moor-153274/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/17,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1923_2-001.jpg,54.04550751,-2.782494879,Painting
34,judge's lodgings,located,https://artuk.org/discover/artworks/the-judges-lodgings-153255/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/17,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1956_7_42-001.jpg,54.05024327,-2.803698161,Painting
35,market square,located,https://artuk.org/discover/artworks/market-square-lancaster-153217/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/17,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1967_9-001.jpg,54.04897025,-2.801420789,Painting
36,stonewall and pumps,possible - lancaster castle and cathedral in background?,https://artuk.org/discover/artworks/stonewell-and-pumps-153202/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/16,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1945_6_1-001.jpg,UNKNOWN,,Painting
37,heysham,approx,https://artuk.org/discover/artworks/view-of-heysham-153300/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/15,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1950_21_32-001.jpg,54.04232218,-2.895163163,Painting
38,bath mill,best guess,https://artuk.org/discover/artworks/road-to-bath-mill-153183/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/15,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1967_18-001.jpg,54.05023354,-2.793498016,Painting
39,williamson park lake,approx,https://artuk.org/discover/artworks/williamson-park-lake-150938/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/15,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LCITY/LAN_LCITY_AM8-001.jpg,54.04542329,-2.781891434,Painting
40,millenium bridge,located,https://artuk.org/discover/artworks/millennium-bridge-150929/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/15,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LCITY/LAN_LCITY_AM51-001.jpg,54.05260205,-2.802422916,Painting
41,not locatable,"no place, lancashire artist",https://artuk.org/discover/artworks/trees-buildings-path-153343/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/14,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/PSGA/LAN_PSGA_LANPS_WM189-001.jpg,0,0,Painting
42,silverdale,approx,https://artuk.org/discover/artworks/silverdale-153377/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/14,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/PSGA/LAN_PSGA_LANPS_OW379-001.jpg,"54.17468350151068, -2.8119960238642827",,Painting
43,aquaduct bridge,approx,https://artuk.org/discover/artworks/lancaster-from-above-the-aqueduct-bridge-153080/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/14,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1997_14-001.jpg,54.07094107,-2.786964881,Painting
44,heysham,approx,https://artuk.org/discover/artworks/footpath-to-heysham-150980/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/14,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LCITY/LAN_LCITY_MTH003-001.jpg,"54.04240377498979, -2.8940561871535273",,Painting
45,quaker meeting house,located,https://artuk.org/discover/artworks/quaker-meeting-house-lancaster-150967/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/13,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LCITY/LAN_LCITY_AM28-001.jpg,"54.04849136376087, -2.8065223741560126",,Painting
46,scotforth mill,located,https://artuk.org/discover/artworks/the-old-mill-scotforth-153121/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/12,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1963_1-001.jpg,"54.03260319129707, -2.78941190237032",,Painting
47,cable street,located,https://artuk.org/discover/artworks/lancaster-from-cable-street-153135/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/12,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1930_2-001.jpg,"54.051135842743264, -2.7998626164848512",,Painting
48,old loyne bridge,located,https://artuk.org/discover/artworks/old-loyne-bridge-153116/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/12,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1936_26_2-001.jpg,54.12184103,-2.641548389,Painting
49,lancaster from the east,estimated,https://artuk.org/discover/artworks/lancaster-from-the-east-153110/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/11,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1931_12_11-001.jpg,"54.050274245287774, -2.7407167662040997",,Painting
50,st marys church,located,https://artuk.org/discover/artworks/st-marys-church-lancaster-153111/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/11,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LM_91-001.jpg,"54.051660440359846, -2.805888274644576",,Painting
51,,"no place, lancashire artist",https://artuk.org/discover/artworks/line-of-trees-by-path-153342/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/28,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/PSGA/LAN_PSGA_LANPS_WM188-001.jpg,0,0,Painting
52,lancaster,approx,https://artuk.org/discover/artworks/lancaster-from-the-north-west-153065/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/28,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1965_36_2-001.jpg,"54.06627803348173, -2.8119605706038397",,Painting
53,john armstrong,location is silk mill he owned,https://artuk.org/discover/artworks/two-horses-belonging-to-john-armstrong-153058/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/28,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1935_29_2-001.jpg,"53.99523345660967, -2.7869215063014083",,Painting
54,"kenilcote, balmoral road",,https://artuk.org/discover/artworks/harvesting-balmoral-road-near-kenilcote-the-artists-home-153311/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/28,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1996_50_29-001.jpg,"54.04650406145991, -2.792450845320635",,Painting
55,lune aquaduct,,https://artuk.org/discover/artworks/view-of-lancaster-and-the-lune-aqueduct-153197/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/27,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_2010_4_2-001.jpg,"54.07016530772201, -2.7892019388978952",,Painting
56,"lune , skerton bridge",,https://artuk.org/discover/artworks/lancaster-castle-from-the-river-lune-153196/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/27,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1998_16-001.jpg,"54.05518575506227, -2.7971865537052567",,Painting
57,castle,,https://artuk.org/discover/artworks/view-of-the-john-ogaunt-gateway-lancaster-castle-153198/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/27,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_2010_4_1-001.jpg,"54.04919919716774, -2.804780707052198",,Painting
58,heysham shore,,https://artuk.org/discover/artworks/heysham-shore-153022/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/27,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1939_2_2-001.jpg,"54.05277358038598, -2.8953713684698292",,Painting
59,cable street,,https://artuk.org/discover/artworks/lancaster-from-cable-street-153271/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/27,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LMA_50-001.jpg,"54.05112954424042, -2.7998411588138494",,Painting
60,skerton bridge,,https://artuk.org/discover/artworks/lancaster-from-the-river-with-skerton-bridge-153109/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/27,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1995_8-001.jpg,"54.054531630455855, -2.7960563434716206",,Painting
61,"cable street, castle",,https://artuk.org/discover/artworks/lancaster-castle-from-cable-street-153275/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/27,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1915_2_2-001.jpg,"54.05112954424042, -2.7998411588138494",,Painting
62,the ridge,approx,https://artuk.org/discover/artworks/lancaster-from-the-ridge-153112/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/26,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1936_26_1-001.jpg,"54.054767832710326, -2.78635787131401",,Painting
63,st george's quay,,https://artuk.org/discover/artworks/st-georges-quay-lancaster-153128/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/26,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1956_12-001.jpg,"54.05447952863788, -2.809043974155673",,Painting
64,castle,,https://artuk.org/discover/artworks/lancaster-castle-gateway-153134/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/26,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1916_3-001.jpg,"54.05319421954382, -2.8028924994484616",,Painting
65,lune caton,,https://artuk.org/discover/artworks/from-green-to-gold-the-lune-above-caton-153127/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/26,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1936_1_2-001.jpg,"54.084495456658736, -2.7194647014096276",,Painting
66,"grazing land, cattle",no place,https://artuk.org/discover/artworks/highland-cattle-153142/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/26,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1993_7-001.jpg,0,0,Painting
67,aqeuduct,,https://artuk.org/discover/artworks/lancaster-with-the-aqueduct-bridge-153119/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/26,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_AP_2011_1-001.jpg,"54.07169946841034, -2.7871194542341637",,Painting
68,"skerton, old bridge",,https://artuk.org/discover/artworks/lancaster-old-bridge-with-skerton-shipyard-beyond-153115/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/26,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1928_10-001.jpg,"54.05451273648886, -2.7960778011426224",,Painting
69,cattle,"lancashire artist, many paintings of highland cattle, and views of lancaster",https://artuk.org/discover/artworks/driving-cattle-at-dusk-153068/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/26,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1991_11_3-001.jpg,0,0,Painting
70,castle,,https://artuk.org/discover/artworks/lancaster-castle-gateway-153291/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/25,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1929_2-001.jpg,"54.05004303950344, -2.805432418333436",,Painting
71,castle,located,https://artuk.org/discover/artworks/loyne-bridge-castle-parish-church-old-town-hall-and-st-johns-church-153239/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1937_15-001.jpg,"54.12231398816725, -2.6428399516874483",,Painting
72,lancaster,located,https://artuk.org/discover/artworks/lancaster-montage-150953/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LCITY/LAN_LCITY_AM19-001.jpg,"54.04556673818417, -2.7983971486413752",,Painting
73,kirkby bridge,located,https://artuk.org/discover/artworks/kirkby-bridge-153222/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/23,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1986_115-001.jpg,"54.198497964693125, -2.59080910610239",,Painting
74,vale of lonsdale,"Antique, hand coloured, steel engraving, showing the landscape, with a couple of people and a dog in the foreground. Drawn by J.Henderson, engraved by W.Le Petit, Published by Fisher, Son & Co. 1831.",https://kittyprint.com/products/antique-print-the-vale-of-lonsdale-1831,https://kittyprint.com/cdn/shop/products/antique-print-the-vale-of-lonsdale-1831-prints-kittyprint-1800s-england-landscapes-171_1024x1024@2x.jpg?v=1647101862,"54.198375938275056, -2.5921143890020732",,Print
75,vale of lonsdale,approx,https://artuk.org/discover/artworks/vale-of-lonsdale-153073/search/2024--location_address:lancaster-la2-uk--location_latitude:5401128809999999--location_longitude:-2685728--location_radius:10/page/22,https://d3d00swyhr67nd.cloudfront.net/w1200h1200/collection/LAN/LANCM/LAN_LANCM_LANLM_1989_9-001.jpg,"54.20833658900755, -2.5841507187454296",,Painting
